"sim" "n" "r" "k"
"UNIF(0,1)" 10 1000 84
"UNIF(0,1)" 10 1000 94
"UNIF(0,1)" 10 1000 91
"UNIF(0,1)" 10 1000 86
"UNIF(0,1)" 10 1000 96
"UNIF(0,1)" 10 1000 95
"UNIF(0,1)" 10 1000 72
"UNIF(0,1)" 10 1000 84
"UNIF(0,1)" 10 1000 80
"UNIF(0,1)" 10 1000 67
"UNIF(0,1)" 15 1000 140
"UNIF(0,1)" 15 1000 124
"UNIF(0,1)" 15 1000 125
"UNIF(0,1)" 15 1000 117
"UNIF(0,1)" 15 1000 115
"UNIF(0,1)" 15 1000 116
"UNIF(0,1)" 15 1000 123
"UNIF(0,1)" 15 1000 114
"UNIF(0,1)" 15 1000 125
"UNIF(0,1)" 15 1000 136
"UNIF(0,1)" 20 1000 194
"UNIF(0,1)" 20 1000 217
"UNIF(0,1)" 20 1000 180
"UNIF(0,1)" 20 1000 195
"UNIF(0,1)" 20 1000 205
"UNIF(0,1)" 20 1000 175
"UNIF(0,1)" 20 1000 203
"UNIF(0,1)" 20 1000 201
"UNIF(0,1)" 20 1000 186
"UNIF(0,1)" 20 1000 234
"UNIF(0,1)" 25 1000 296
"UNIF(0,1)" 25 1000 282
"UNIF(0,1)" 25 1000 301
"UNIF(0,1)" 25 1000 264
"UNIF(0,1)" 25 1000 292
"UNIF(0,1)" 25 1000 305
"UNIF(0,1)" 25 1000 261
"UNIF(0,1)" 25 1000 292
"UNIF(0,1)" 25 1000 279
"UNIF(0,1)" 25 1000 290
"UNIF(0,1)" 30 1000 373
"UNIF(0,1)" 30 1000 390
"UNIF(0,1)" 30 1000 390
"UNIF(0,1)" 30 1000 388
"UNIF(0,1)" 30 1000 412
"UNIF(0,1)" 30 1000 366
"UNIF(0,1)" 30 1000 414
"UNIF(0,1)" 30 1000 368
"UNIF(0,1)" 30 1000 372
"UNIF(0,1)" 30 1000 352
"UNIF(0,1)" 40 1000 593
"UNIF(0,1)" 40 1000 593
"UNIF(0,1)" 40 1000 577
"UNIF(0,1)" 40 1000 589
"UNIF(0,1)" 40 1000 595
"UNIF(0,1)" 40 1000 580
"UNIF(0,1)" 40 1000 584
"UNIF(0,1)" 40 1000 587
"UNIF(0,1)" 40 1000 605
"UNIF(0,1)" 40 1000 582
"UNIF(0,1)" 50 1000 739
"UNIF(0,1)" 50 1000 755
"UNIF(0,1)" 50 1000 729
"UNIF(0,1)" 50 1000 732
"UNIF(0,1)" 50 1000 738
"UNIF(0,1)" 50 1000 769
"UNIF(0,1)" 50 1000 737
"UNIF(0,1)" 50 1000 746
"UNIF(0,1)" 50 1000 754
"UNIF(0,1)" 50 1000 758
"UNIF(0,1)" 100 1000 995
"UNIF(0,1)" 100 1000 992
"UNIF(0,1)" 100 1000 999
"UNIF(0,1)" 100 1000 995
"UNIF(0,1)" 100 1000 998
"UNIF(0,1)" 100 1000 997
"UNIF(0,1)" 100 1000 995
"UNIF(0,1)" 100 1000 998
"UNIF(0,1)" 100 1000 997
"UNIF(0,1)" 100 1000 997
"UNIF(0,1)" 200 1000 1000
"UNIF(0,1)" 200 1000 1000
"UNIF(0,1)" 200 1000 1000
"UNIF(0,1)" 200 1000 1000
"UNIF(0,1)" 200 1000 1000
"UNIF(0,1)" 200 1000 1000
"UNIF(0,1)" 200 1000 1000
"UNIF(0,1)" 200 1000 1000
"UNIF(0,1)" 200 1000 1000
"UNIF(0,1)" 200 1000 1000
"UNIF(0,1)" 300 1000 1000
"UNIF(0,1)" 300 1000 1000
"UNIF(0,1)" 300 1000 1000
"UNIF(0,1)" 300 1000 1000
"UNIF(0,1)" 300 1000 1000
"UNIF(0,1)" 300 1000 1000
"UNIF(0,1)" 300 1000 1000
"UNIF(0,1)" 300 1000 1000
"UNIF(0,1)" 300 1000 1000
"UNIF(0,1)" 300 1000 1000
"UNIF(0,1)" 400 1000 1000
"UNIF(0,1)" 400 1000 1000
"UNIF(0,1)" 400 1000 1000
"UNIF(0,1)" 400 1000 1000
"UNIF(0,1)" 400 1000 1000
"UNIF(0,1)" 400 1000 1000
"UNIF(0,1)" 400 1000 1000
"UNIF(0,1)" 400 1000 1000
"UNIF(0,1)" 400 1000 1000
"UNIF(0,1)" 400 1000 1000
"UNIF(0,1)" 500 1000 1000
"UNIF(0,1)" 500 1000 1000
"UNIF(0,1)" 500 1000 1000
"UNIF(0,1)" 500 1000 1000
"UNIF(0,1)" 500 1000 1000
"UNIF(0,1)" 500 1000 1000
"UNIF(0,1)" 500 1000 1000
"UNIF(0,1)" 500 1000 1000
"UNIF(0,1)" 500 1000 1000
"UNIF(0,1)" 500 1000 1000
"UNIF(0,1)" 1000 1000 1000
"UNIF(0,1)" 1000 1000 1000
"UNIF(0,1)" 1000 1000 1000
"UNIF(0,1)" 1000 1000 1000
"UNIF(0,1)" 1000 1000 1000
"UNIF(0,1)" 1000 1000 1000
"UNIF(0,1)" 1000 1000 1000
"UNIF(0,1)" 1000 1000 1000
"UNIF(0,1)" 1000 1000 1000
"UNIF(0,1)" 1000 1000 1000
"UNIF(0,1)" 1500 1000 1000
"UNIF(0,1)" 1500 1000 1000
"UNIF(0,1)" 1500 1000 1000
"UNIF(0,1)" 1500 1000 1000
"UNIF(0,1)" 1500 1000 1000
"UNIF(0,1)" 1500 1000 1000
"UNIF(0,1)" 1500 1000 1000
"UNIF(0,1)" 1500 1000 1000
"UNIF(0,1)" 1500 1000 1000
"UNIF(0,1)" 1500 1000 1000
"UNIF(0,1)" 2000 1000 1000
"UNIF(0,1)" 2000 1000 1000
"UNIF(0,1)" 2000 1000 1000
"UNIF(0,1)" 2000 1000 1000
"UNIF(0,1)" 2000 1000 1000
"UNIF(0,1)" 2000 1000 1000
"UNIF(0,1)" 2000 1000 1000
"UNIF(0,1)" 2000 1000 1000
"UNIF(0,1)" 2000 1000 1000
"UNIF(0,1)" 2000 1000 1000
